,PLAN_NO,PLAN_TYPE,YR
18344,LMP42333,Subdivision,1999
18345,LMP42360,Subdivision,1999
18346,LMP4240,Subdivision,1992
18347,LMP42401,Subdivision,1999
18348,LMP42419,Subdivision,1999
18349,LMP42419,Subdivision,1999
18350,LMP42537,Subdivision,1999
18351,LMP42537,Subdivision,1999
18352,LMP42537,Subdivision,1999
18353,LMP42576,Subdivision,1999
18354,LMP42576,Subdivision,1999
18355,LMP42576,Subdivision,1999
18356,LMP42576,Subdivision,1999
18357,LMP42622,Subdivision,1998
18358,LMP42624,Subdivision,1999
18359,LMP42865,Subdivision,1999
18360,LMP42918,Subdivision,1999
18361,LMP42918,Subdivision,1999
18362,LMP42927,Subdivision,1999
18363,LMP42927,Subdivision,1999
18364,LMP42991,Subdivision,1999
18365,LMP42999,Subdivision,1999
18366,LMP42999,Subdivision,1999
18367,LMP42999,Subdivision,1999
18368,LMP42999,Subdivision,1999
18369,LMP43003,Subdivision,1999
18370,LMP43047,Subdivision,1999
18371,LMP43086,Subdivision,1999
18372,LMP43100,Subdivision,1999
18373,LMP43100,Subdivision,1999
18374,LMP43100,Subdivision,1999
18375,LMP43104,Subdivision,1999
18376,LMP43124,Subdivision,1999
18377,LMP4316,Subdivision,1992
18378,LMP4316,Subdivision,1992
18379,LMP4316,Subdivision,1992
18380,LMP4316,Subdivision,1992
18381,LMP43196,Subdivision,1999
18382,LMP43196,Subdivision,1999
18383,LMP43199,Subdivision,1999
18384,LMP43283,Subdivision,1999
18385,LMP43318,Subdivision,1999
18386,LMP43318,Subdivision,1999
18387,LMP43318,Subdivision,1999
18388,LMP43318,Subdivision,1999
18389,LMP4332,Subdivision,1992
18390,LMP43323,Subdivision,1999
18391,LMP43323,Subdivision,1999
18392,LMP43334,Subdivision,1999
18393,LMP43334,Subdivision,1999
18394,LMP43349,Subdivision,1999
18395,LMP43364,Subdivision,1999
18396,LMP43364,Subdivision,1999
18397,LMP43394,Subdivision,1999
18398,LMP43408,Subdivision,1999
18399,LMP43430,Subdivision,1999
18400,LMP43505,Subdivision,1999
18401,LMP43585,Subdivision,1999
18402,LMP43585,Subdivision,1999
18403,LMP43665,Subdivision,1999
18404,LMP43688,Subdivision,1999
18405,LMP43703,Subdivision,1999
18406,LMP43715,Subdivision,1999
18407,LMP43781,Subdivision,1999
18408,LMP43799,Subdivision,1999
18409,LMP43803,Reference Plan,1999
18410,LMP43804,Reference Plan,1999
18411,LMP43804,Reference Plan,1999
18412,LMP4381,Subdivision,1992
18413,LMP43853,Subdivision,1999
18414,LMP43853,Subdivision,1999
18415,LMP43854,Subdivision,1999
18416,LMP43920,Subdivision,1999
18417,LMP43924,Subdivision,1999
18418,LMP43933,Subdivision,1999
18419,LMP43945,Subdivision,1999
18420,LMP43991,Subdivision,1999
18421,LMP43991,Subdivision,1999
18422,LMP44097,Reference Plan,1999
18423,LMP44099,Subdivision,1999
18424,LMP44103,Subdivision,1999
18425,LMP4420,Subdivision,1992
18426,LMP44270,Subdivision,1999
18427,LMP44274,Subdivision,1999
18428,LMP44274,Subdivision,1999
18429,LMP44313,Subdivision,1999
18430,LMP44460,Subdivision,1999
18431,LMP44485,Subdivision,1999
18432,LMP44485,Subdivision,1999
18433,LMP44538,Subdivision,2000
18434,LMP44601,Reference Plan,2000
18435,LMP44646,Subdivision,1999
18436,LMP44651,Subdivision,2000
18437,LMP44754,Subdivision,2000
18438,LMP44754,Subdivision,2000
18439,LMP44754,Subdivision,2000
18440,LMP44754,Subdivision,2000
18441,LMP44791,Subdivision,2000
18442,LMP44931,Subdivision,2000
18443,LMP44931,Subdivision,2000
18444,LMP45036,Subdivision,2000
18445,LMP45088,Reference Plan,2000
18446,LMP45101,Subdivision,2000
18447,LMP45101,Subdivision,2000
18448,LMP45101,Subdivision,2000
18449,LMP45123,Subdivision,2000
18450,LMP45127,Reference Plan,2000
18451,LMP45159,Subdivision,2000
18452,LMP45165,Subdivision,2000
18453,LMP45175,Subdivision,2000
18454,LMP45199,Subdivision,2000
18455,LMP4525,Subdivision,1992
18456,LMP45256,Subdivision,2000
18457,LMP45330,Subdivision,2000
18458,LMP45331,Reference Plan,2000
18459,LMP45385,Subdivision,2000
18460,LMP45413,Subdivision,2000
18461,LMP45413,Subdivision,2000
18462,LMP45413,Subdivision,2000
18463,LMP45413,Subdivision,2000
18464,LMP45444,Subdivision,1999
18465,LMP45450,Subdivision,2000
18466,LMP45483,Subdivision,2000
18467,LMP45618,Subdivision,2000
18468,LMP4565,Reference Plan,1990
18469,LMP45740,Subdivision,2000
18470,LMP45740,Subdivision,2000
18471,LMP45743,Subdivision,2000
18472,LMP45743,Subdivision,2000
18473,LMP4580,Subdivision,1992
18474,LMP45827,Subdivision,2000
18475,LMP45859,Subdivision,2000
18476,LMP45864,Subdivision,2000
18477,LMP45910,Subdivision,2000
18478,LMP45984,Reference Plan,2000
18479,LMP46007,Subdivision,2000
18480,LMP46046,Subdivision,2000
18481,LMP461,Subdivision,1991
18482,LMP461,Subdivision,1991
18483,LMP46179,Subdivision,2000
18484,LMP46216,Subdivision,2000
18485,LMP46223,Subdivision,2000
18486,LMP46224,Subdivision,2000
18487,LMP46260,Subdivision,2000
18488,LMP4628,Subdivision,1992
18489,LMP46320,Subdivision,2000
18490,LMP46320,Subdivision,2000
18491,LMP46358,Subdivision,2000
18492,LMP46372,Reference Plan,2000
18493,LMP46373,Reference Plan,2000
18494,LMP46460,Subdivision,2000
18495,LMP46483,Subdivision,2000
18496,LMP46483,Subdivision,2000
18497,LMP46483,Subdivision,2000
18498,LMP46483,Subdivision,2000
18499,LMP46495,Subdivision,2000
18500,LMP46495,Subdivision,2000
18501,LMP46495,Subdivision,2000
18502,LMP46505,Subdivision,2000
18503,LMP46603,Subdivision,2000
18504,LMP46646,Subdivision,2000
18505,LMP46742,Subdivision,2000
18506,LMP46747,Reference Plan,2000
18507,LMP46765,Subdivision,2000
18508,LMP46777,Subdivision,2000
18509,LMP46782,Subdivision,2000
18510,LMP46825,Subdivision,2000
18511,LMP46878,Subdivision,2000
18512,LMP46878,Subdivision,2000
18513,LMP46878,Subdivision,2000
18514,LMP46878,Subdivision,2000
18515,LMP46878,Subdivision,2000
18516,LMP46878,Subdivision,2000
18517,LMP46878,Subdivision,2000
18518,LMP46915,Subdivision,2000
18519,LMP46938,Subdivision,2000
18520,LMP46948,Subdivision,2000
18521,LMP46955,Subdivision,2000
18522,LMP46976,Subdivision,2000
18523,LMP46976,Subdivision,2000
18524,LMP46976,Subdivision,2000
18525,LMP46981,Subdivision,2000
18526,LMP46989,Subdivision,2000
18527,LMP47,Subdivision,1991
18528,LMP47007,Subdivision,2000
18529,LMP47007,Subdivision,2000
18530,LMP47013,Subdivision,2000
18531,LMP47013,Subdivision,2000
18532,LMP47013,Subdivision,2000
18533,LMP47027,Subdivision,2000
18534,LMP47027,Subdivision,2000
18535,LMP47049,Subdivision,2000
18536,LMP47053,Subdivision,2000
18537,LMP47083,Subdivision,2000
18538,LMP47120,Subdivision,2000
18539,LMP47120,Subdivision,2000
18540,LMP47146,Reference Plan,2000
18541,LMP47179,Subdivision,2000
18542,LMP47179,Subdivision,2000
18543,LMP47179,Subdivision,2000
18544,LMP47186,Subdivision,2000
18545,LMP47186,Subdivision,2000
18546,LMP47241,Subdivision,2000
18547,LMP47242,Subdivision,2000
18548,LMP47242,Subdivision,2000
18549,LMP47242,Subdivision,2000
18550,LMP47255,Subdivision,2000
18551,LMP47255,Subdivision,2000
18552,LMP47255,Subdivision,2000
18553,LMP47255,Subdivision,2000
18554,LMP47255,Subdivision,2000
18555,LMP47255,Subdivision,2000
18556,LMP47258,Subdivision,2000
18557,LMP473,Subdivision,1991
18558,LMP473,Subdivision,1991
18559,LMP473,Subdivision,1991
18560,LMP473,Subdivision,1991
18561,LMP47344,Subdivision,2000
18562,LMP47355,Subdivision,2000
18563,LMP47400,Subdivision,2000
18564,LMP47400,Subdivision,2000
18565,LMP47440,Subdivision,2000
18566,LMP47462,Subdivision,2000
18567,LMP47462,Subdivision,2000
18568,LMP47462,Subdivision,2000
18569,LMP47462,Subdivision,2000
18570,LMP47462,Subdivision,2000
18571,LMP47507,Subdivision,2000
18572,LMP47552,Subdivision,2000
18573,LMP47552,Subdivision,2000
18574,LMP47552,Subdivision,2000
18575,LMP47552,Subdivision,2000
18576,LMP47552,Subdivision,2000
18577,LMP47699,Subdivision,2000
18578,LMP47699,Subdivision,2000
18579,LMP47699,Subdivision,2000
18580,LMP47730,Subdivision,2000
18581,LMP47736,Subdivision,2000
18582,LMP47736,Subdivision,2000
18583,LMP47736,Subdivision,2000
18584,LMP47736,Subdivision,2000
18585,LMP47772,Subdivision,2000
18586,LMP47788,Subdivision,2000
18587,LMP47788,Subdivision,2000
18588,LMP47792,Subdivision,2000
18589,LMP47911,Subdivision,2000
18590,LMP4794,Reference Plan,1992
18591,LMP47946,Subdivision,2000
18592,LMP47949,Subdivision,2000
18593,LMP48006,Subdivision,2000
18594,LMP48019,Subdivision,2000
18595,LMP48036,Subdivision,2000
18596,LMP48071,Subdivision,2000
18597,LMP48156,Subdivision,2000
18598,LMP48242,Reference Plan,2000
18599,LMP48277,Subdivision,2000
18600,LMP48277,Subdivision,2000
18601,LMP483,Subdivision,1991
18602,LMP48328,Subdivision,2000
18603,LMP48334,Subdivision,2000
18604,LMP48365,Subdivision,2000
18605,LMP48370,Subdivision,2000
18606,LMP48370,Subdivision,2000
18607,LMP48416,Subdivision,2000
18608,LMP48416,Subdivision,2000
18609,LMP48426,Subdivision,2001
18610,LMP48426,Subdivision,2001
18611,LMP48426,Subdivision,2001
18612,LMP48426,Subdivision,2001
18613,LMP48486,Subdivision,2001
18614,LMP48595,Reference Plan,2001
18615,LMP48643,Subdivision,2001
18616,LMP48660,Subdivision,2001
18617,LMP48683,Subdivision,2001
18618,LMP48683,Subdivision,2001
18619,LMP48694,Subdivision,2001
18620,LMP48704,Subdivision,2001
18621,LMP48746,Subdivision,2001
18622,LMP48767,Subdivision,2001
18623,LMP48768,Subdivision,2001
18624,LMP48781,Reference Plan,2001
18625,LMP48783,Subdivision,2001
18626,LMP48783,Subdivision,2001
18627,LMP48784,Subdivision,2001
18628,LMP48911,Subdivision,2001
18629,LMP48911,Subdivision,2001
18630,LMP48938,Subdivision,2001
18631,LMP48971,Subdivision,2001
18632,LMP48971,Subdivision,2001
18633,LMP48996,Subdivision,2001
18634,LMP49077,Subdivision,2001
18635,LMP49122,Subdivision,2001
18636,LMP49122,Subdivision,2001
18637,LMP49122,Subdivision,2001
18638,LMP49122,Subdivision,2001
18639,LMP49148,Subdivision,2001
18640,LMP49233,Subdivision,2001
18641,LMP49293,Subdivision,2001
18642,LMP49293,Subdivision,2001
18643,LMP49293,Subdivision,2001
18644,LMP4930,Subdivision,1992
18645,LMP4931,Subdivision,1992
18646,LMP49428,Subdivision,2001
18647,LMP4947,Subdivision,1992
18648,LMP49472,Subdivision,2001
18649,LMP49511,Subdivision,2001
18650,LMP49582,Subdivision,2001
18651,LMP49620,Reference Plan,2001
18652,LMP49621,Subdivision,2001
18653,LMP49629,Subdivision,2001
18654,LMP49644,Subdivision,2001
18655,LMP49662,Subdivision,2001
18656,LMP49680,Subdivision,2001
18657,LMP49696,Subdivision,2001
18658,LMP49696,Subdivision,2001
18659,LMP49696,Subdivision,2001
18660,LMP49717,Subdivision,2001
18661,LMP49726,Subdivision,2001
18662,LMP49727,Subdivision,2001
18663,LMP4973,Subdivision,1992
18664,LMP49776,Subdivision,2001
18665,LMP49845,Subdivision,2001
18666,LMP4987,Subdivision,1992
18667,LMP4987,Subdivision,1992
18668,LMP4987,Subdivision,1992
18669,LMP49871,Subdivision,2001
18670,LMP49894,Subdivision,2001
18671,LMP4992,Subdivision,1992
18672,LMP4992,Subdivision,1992
18673,LMP4992,Subdivision,1992
18674,LMP50001,Subdivision,2001
18675,LMP50103,Subdivision,2001
18676,LMP50113,Reference Plan,2001
18677,LMP50174,Subdivision,2001
18678,LMP50219,Subdivision,2001
18679,LMP50219,Subdivision,2001
18680,LMP50223,Subdivision,2001
18681,LMP50223,Subdivision,2001
18682,LMP50239,Subdivision,2001
18683,LMP50242,Subdivision,2001
18684,LMP50252,Subdivision,2001
18685,LMP50252,Subdivision,2001
18686,LMP50252,Subdivision,2001
18687,LMP50252,Subdivision,2001
18688,LMP50321,Subdivision,2001
18689,LMP50354,Subdivision,2001
18690,LMP50356,Subdivision,2001
18691,LMP50400,Subdivision,2001
18692,LMP50401,Subdivision,2001
18693,LMP50401,Subdivision,2001
18694,LMP50401,Subdivision,2001
18695,LMP50457,Subdivision,2001
18696,LMP50468,Subdivision,2001
18697,LMP50468,Subdivision,2001
18698,LMP50485,Subdivision,2001
18699,LMP50485,Subdivision,2001
18700,LMP50487,Subdivision,2001
18701,LMP50508,Subdivision,2001
18702,LMP50508,Subdivision,2001
18703,LMP50508,Subdivision,2001
18704,LMP50560,Subdivision,2001
18705,LMP50566,Subdivision,2001
18706,LMP50566,Subdivision,2001
18707,LMP50566,Subdivision,2001
18708,LMP50566,Subdivision,2001
18709,LMP50566,Subdivision,2001
18710,LMP50579,Subdivision,2001
18711,LMP50597,Subdivision,2001
18712,LMP50634,Subdivision,2001
18713,LMP50642,Subdivision,2001
18714,LMP50642,Subdivision,2001
18715,LMP50642,Subdivision,2001
18716,LMP50713,Subdivision,2001
18717,LMP50725,Subdivision,2001
18718,LMP50736,Subdivision,2001
18719,LMP50751,Subdivision,2001
18720,LMP50786,Subdivision,2001
18721,LMP50874,Subdivision,2001
18722,LMP50893,Subdivision,2001
18723,LMP50897,Subdivision,2001
18724,LMP50902,Subdivision,2001
18725,LMP50915,Subdivision,2001
18726,LMP510,Subdivision,1991
18727,LMP51032,Subdivision,2001
18728,LMP51032,Subdivision,2001
18729,LMP51032,Subdivision,2001
18730,LMP51034,Subdivision,2001
18731,LMP51034,Subdivision,2001
18732,LMP51034,Subdivision,2001
18733,LMP51034,Subdivision,2001
18734,LMP51034,Subdivision,2001
18735,LMP51038,Subdivision,2001
18736,LMP51063,Subdivision,2001
18737,LMP5107,Subdivision,1992
18738,LMP5108,Subdivision,1992
18739,LMP51185,Subdivision,2001
18740,LMP51189,Subdivision,2001
18741,LMP51189,Subdivision,2001
18742,LMP51198,Subdivision,2001
18743,LMP51198,Subdivision,2001
18744,LMP51287,Subdivision,2001
18745,LMP51287,Subdivision,2001
18746,LMP51289,Subdivision,2001
18747,LMP51364,Subdivision,2001
18748,LMP51366,Subdivision,2001
18749,LMP51430,Subdivision,2001
18750,LMP51432,Subdivision,2001
18751,LMP51432,Subdivision,2001
18752,LMP51432,Subdivision,2001
18753,LMP51462,Subdivision,2001
18754,LMP51462,Subdivision,2001
18755,LMP51462,Subdivision,2001
18756,LMP51462,Subdivision,2001
18757,LMP51507,Subdivision,2001
18758,LMP51508,Subdivision,2001
18759,LMP51508,Subdivision,2001
18760,LMP51508,Subdivision,2001
18761,LMP51508,Subdivision,2001
18762,LMP51567,Subdivision,2001
18763,LMP5159,Subdivision,1992
18764,LMP51621,Subdivision,2001
18765,LMP51621,Subdivision,2001
18766,LMP51658,Subdivision,2001
18767,LMP51687,Subdivision,2001
18768,LMP51726,Subdivision,2001
18769,LMP51749,Subdivision,2001
18770,LMP51783,Subdivision,2001
18771,LMP51794,Subdivision,2001
18772,LMP51794,Subdivision,2001
18773,LMP51807,Subdivision,2001
18774,LMP51984,Subdivision,2001
18775,LMP52013,Subdivision,2001
18776,LMP52040,Subdivision,2001
18777,LMP52048,Subdivision,2007
18778,LMP52101,Subdivision,2001
18779,LMP52124,Subdivision,2001
18780,LMP52124,Subdivision,2001
18781,LMP52124,Subdivision,2001
18782,LMP52127,Subdivision,2001
18783,LMP52127,Subdivision,2001
18784,LMP52301,Subdivision,2001
18785,LMP52301,Subdivision,2001
18786,LMP52321,Subdivision,2001
18787,LMP5233,Subdivision,1992
18788,LMP52355,Subdivision,2001
18789,LMP52362,Subdivision,2001
18790,LMP52366,Subdivision,2001
18791,LMP52400,Subdivision,2001
18792,LMP52450,Subdivision,2002
18793,LMP52454,Subdivision,2002
18794,LMP52454,Subdivision,2002
18795,LMP52496,Subdivision,2002
18796,LMP52499,Subdivision,2002
18797,LMP52517,Subdivision,2002
18798,LMP52517,Subdivision,2002
18799,LMP52538,Subdivision,2002
18800,LMP52538,Subdivision,2002
18801,LMP52543,Subdivision,2002
18802,LMP52545,Subdivision,2002
18803,LMP52545,Subdivision,2002
18804,LMP52545,Subdivision,2002
18805,LMP52598,Subdivision,2002
18806,LMP52598,Subdivision,2002
18807,LMP52605,Subdivision,2002
18808,LMP52605,Subdivision,2002
18809,LMP52709,Subdivision,2002
18810,LMP52718,Subdivision,2001
18811,LMP528,Subdivision,1991
18812,LMP52816,Reference Plan,2002
18813,LMP52820,Subdivision,2002
18814,LMP52821,Subdivision,2002
18815,LMP52854,Subdivision,2002
18816,LMP52854,Subdivision,2002
18817,LMP52875,Subdivision,2002
18818,LMP52875,Subdivision,2002
18819,LMP52930,Subdivision,2002
18820,LMP52930,Subdivision,2002
18821,LMP52962,Subdivision,2002
18822,LMP53002,Subdivision,2002
18823,LMP53011,Subdivision,2002
18824,LMP53011,Subdivision,2002
18825,LMP53011,Subdivision,2002
18826,LMP53129,Reference Plan,2002
18827,LMP53157,Subdivision,2002
18828,LMP53173,Subdivision,2002
18829,LMP53180,Subdivision,2002
18830,LMP53180,Subdivision,2002
18831,LMP53195,Subdivision,2002
18832,LMP53204,Subdivision,2002
18833,LMP53206,Subdivision,2002
18834,LMP53206,Subdivision,2002
18835,LMP53257,Subdivision,2002
18836,LMP53257,Subdivision,2002
18837,LMP53257,Subdivision,2002
18838,LMP53261,Subdivision,2002
18839,LMP53261,Subdivision,2002
18840,LMP53300,Subdivision,2002
18841,LMP53300,Subdivision,2002
18842,LMP53300,Subdivision,2002
18843,LMP5331,Subdivision,1992
18844,LMP53323,Subdivision,2002
18845,LMP53323,Subdivision,2002
18846,LMP53335,Subdivision,2002
18847,LMP53366,Subdivision,2002
18848,LMP53472,Subdivision,2002
18849,LMP53491,Subdivision,2002
18850,LMP53491,Subdivision,2002
18851,LMP53656,Subdivision,2002
18852,LMP53668,Subdivision,2002
18853,LMP5370,Subdivision,1992
18854,LMP5370,Subdivision,1992
18855,LMP5371,Subdivision,1992
18856,LMP53716,Subdivision,2002
18857,LMP53716,Subdivision,2002
18858,LMP53716,Subdivision,2002
18859,LMP53741,Subdivision,2002
18860,LMP5375,Subdivision,1992
18861,LMP53759,Subdivision,2002
18862,LMP53759,Subdivision,2002
18863,LMP53833,Subdivision,2002
18864,LMP53848,Subdivision,2002
18865,LMP53848,Subdivision,2002
18866,LMP5385,Subdivision,1992
18867,LMP53881,Subdivision,2002
18868,LMP53881,Subdivision,2002
18869,LMP54039,Subdivision,2002
18870,LMP54053,Subdivision,2002
18871,LMP54060,Subdivision,2002
18872,LMP54077,Subdivision,2002
18873,LMP54093,Subdivision,2002
18874,LMP54100,Subdivision,2002
18875,LMP54108,Subdivision,2002
18876,LMP54109,Subdivision,2002
18877,LMP54113,Subdivision,2002
18878,LMP54115,Subdivision,2002
18879,LMP54124,Subdivision,2002
18880,LMP54124,Subdivision,2002
18881,LMP54136,Subdivision,2002
18882,LMP54136,Subdivision,2002
18883,LMP54138,Reference Plan,2002
18884,LMP54138,Reference Plan,2002
18885,LMP54138,Reference Plan,2002
18886,LMP54145,Subdivision,2002
18887,LMP54198,Reference Plan,2002
18888,LMP5421,Subdivision,1992
18889,LMP54217,Subdivision,2002
18890,LMP54217,Subdivision,2002
18891,LMP54226,Subdivision,2002
18892,LMP54227,Subdivision,2002
18893,LMP54227,Subdivision,2002
18894,LMP54227,Subdivision,2002
18895,LMP54295,Subdivision,2002
18896,LMP54313,Subdivision,2002
18897,LMP54313,Subdivision,2002
18898,LMP54333,Subdivision,2002
18899,LMP54333,Subdivision,2002
18900,LMP54335,Subdivision,2002
18901,LMP54335,Subdivision,2002
18902,LMP54335,Subdivision,2002
18903,LMP54347,Subdivision,2002
18904,LMP54350,Subdivision,2002
18905,LMP54350,Subdivision,2002
18906,LMP54426,Subdivision,2002
18907,LMP54456,Subdivision,2002
18908,LMP54457,Subdivision,2002
18909,LMP54457,Subdivision,2002
18910,LMP54470,Subdivision,2002
18911,LMP54473,Subdivision,2002
18912,LMP54473,Subdivision,2002
18913,LMP54473,Subdivision,2002
18914,LMP54473,Subdivision,2002
18915,LMP54473,Subdivision,2002
18916,LMP54473,Subdivision,2002
18917,LMP54473,Subdivision,2002
18918,LMP54484,Subdivision,2002
18919,LMP54507,Subdivision,2002
18920,LMP54522,Subdivision,2002
18921,LMP54522,Subdivision,2002
18922,LMP54522,Subdivision,2002
18923,LMP54530,Subdivision,2002
18924,LMP54530,Subdivision,2002
18925,LMP54581,Subdivision,2002
18926,LMP54581,Subdivision,2002
18927,LMP54581,Subdivision,2002
18928,LMP54585,Subdivision,2002
18929,LMP555,Subdivision,1991
18930,LMP5568,Subdivision,1992
18931,LMP5568,Subdivision,1992
18932,LMP5571,Subdivision,1992
18933,LMP5588,Subdivision,1992
18934,LMP5588,Subdivision,1992
18935,LMP5588,Subdivision,1992
18936,LMP5630,Subdivision,1992
18937,LMP5630,Subdivision,1992
18938,LMP5630,Subdivision,1992
18939,LMP5669,Reference Plan,1992
18940,LMP5671,Subdivision,1992
18941,LMP5726,Subdivision,1992
18942,LMP5726,Subdivision,1992
18943,LMP579,Reference Plan,1991
18944,LMP5820,Reference Plan,1992
18945,LMP5826,Subdivision,1992
18946,LMP5826,Subdivision,1992
18947,LMP5857,Subdivision,1992
18948,LMP586,Subdivision,1991
18949,LMP5880,Subdivision,1992
18950,LMP5880,Subdivision,1992
18951,LMP5880,Subdivision,1992
18952,LMP5880,Subdivision,1992
18953,LMP5890,Subdivision,1992
18954,LMP5903,Subdivision,1992
18955,LMP5922,Subdivision,1992
18956,LMP5925,Subdivision,1992
18957,LMP5931,Subdivision,1992
18958,LMP5931,Subdivision,1992
18959,LMP5960,Subdivision,1992
18960,LMP5960,Subdivision,1992
18961,LMP5960,Subdivision,1992
18962,LMP5998,Subdivision,1992
18963,LMP5998,Subdivision,1992
18964,LMP60,Subdivision,1991
18965,LMP6006,Subdivision,1992
18966,LMP6048,Subdivision,1992
18967,LMP6048,Subdivision,1992
18968,LMP6048,Subdivision,1992
18969,LMP6056,Subdivision,1992
18970,LMP6056,Subdivision,1992
18971,LMP6066,Subdivision,1992
18972,LMP6095,Subdivision,1992
18973,LMP6118,Subdivision,1992
18974,LMP6118,Subdivision,1992
18975,LMP6118,Subdivision,1992
18976,LMP617,Subdivision,1991
18977,LMP6174,Subdivision,1992
18978,LMP6208,Subdivision,1992
18979,LMP621,Subdivision,1991
18980,LMP6276,Reference Plan,1992
18981,LMP6286,Subdivision,1992
18982,LMP638,Subdivision,1991
18983,LMP6425,Subdivision,1992
18984,LMP6425,Subdivision,1992
18985,LMP647,Subdivision,1991
18986,LMP6505,Subdivision,1992
18987,LMP6523,Subdivision,1992
18988,LMP6526,Subdivision,1992
18989,LMP6526,Subdivision,1992
18990,LMP6526,Subdivision,1992
18991,LMP6549,Subdivision,1992
18992,LMP6552,Subdivision,1992
18993,LMP6554,Subdivision,1992
18994,LMP6564,Subdivision,1992
18995,LMP6564,Subdivision,1992
18996,LMP6573,Subdivision,1992
18997,LMP661,Subdivision,1991
18998,LMP6646,Subdivision,1992
18999,LMP6646,Subdivision,1992
19000,LMP6654,Subdivision,1992
19001,LMP6662,Subdivision,1992
19002,LMP6662,Subdivision,1992
19003,LMP6667,Subdivision,1992
19004,LMP6667,Subdivision,1992
19005,LMP6723,Subdivision,1992
19006,LMP6788,Subdivision,1992
19007,LMP6811,Subdivision,1992
19008,LMP6811,Subdivision,1992
19009,LMP6861,Subdivision,1993
19010,LMP687,Subdivision,1991
19011,LMP687,Subdivision,1991
19012,LMP6881,Subdivision,1992
19013,LMP6881,Subdivision,1992
19014,LMP691,Subdivision,1991
19015,LMP691,Subdivision,1991
19016,LMP6959,Subdivision,1992
19017,LMP700,Subdivision,1991
19018,LMP707,Subdivision,1991
19019,LMP7138,Subdivision,1992
19020,LMP7138,Subdivision,1992
19021,LMP7138,Subdivision,1992
19022,LMP7138,Subdivision,1992
19023,LMP714,Subdivision,1991
19024,LMP7222,Subdivision,1992
19025,LMP7261,Subdivision,2008
19026,LMP7340,Subdivision,1992
19027,LMP7357,Subdivision,1992
19028,LMP7361,Subdivision,1992
19029,LMP7374,Subdivision,1992
19030,LMP7374,Subdivision,1992
