,DESCRIPTION,PLAN_NO,PROJECT_NO,PURPOSE,ROW_NO,ROW_TYPE2,STATUS,WIDTH,YR
1569,PTN N 3m LTS 229-230 PL 60521,60619,2054-002,3rd Party Agreement,E044-0001,Municipal Right of Way,Registered,3,1980
1570,PTN LTS 1-10 PL 84744,84794,7888-0320,Restrictive Covenant,E044-0015,Municipal Right of Way,Registered,9,1990
1571,PTN LTS 3 & 4 PL BCP11107,BCP11108,7802-0110,3rd Party Agreement,E044-0073,Municipal Right of Way,Registered,5,2004
1572,PTN LT 2 PL 72151,73319,5350-001,Restrictive Covenant,E034-0015,Municipal Right of Way,Registered,24.384,1986
1573,PTN LT 3 PL 82409 (PL LMS85),82411,7887-6250,Restrictive Covenant,E034-0056,Municipal Right of Way,Registered,0,1989
1574,PTN LT 96 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
1575,PTN LT 100 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
1576,PTN LTS 84 & 85 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
1577,PTN LT 83 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
1578,PTN LT 105 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
1579,PTN LTS 110 & 113 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
1580,PTN LT 71 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
1581,PTN LT 62 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
1582,PTN LT 56 PL 70486,71593,7885-172,3rd Party Agreement,E034-0012,Municipal Right of Way,Registered,1.8,1986
1583,LT 40 PL 76658 (LTS 1 & 2 PL 81775),,7887-058,Restrictive Covenant,E034-0045,Municipal Right of Way,Registered,40.75,1987
1584,PTN 3M LTS 3-5 & E 1.8M LT 5 PL 71059,,7885-135,3rd Party Agreement,E024-0019,Municipal Right of Way,Registered,0,1986
1585,PTN LT 1 PL BCP7547,BCP8478,7802-0204,3rd Party Agreement,E024-0040,Municipal Right of Way,Registered,VAR,2004
1586,PTN LTS 1 & 2 PL 70967,71160,2054-002,3rd Party Agreement,E014-0008,Municipal Right of Way,Registered,0,1986
1587,PTN LTS 16 & 17 PL LMP20881,LMP20883,7892-0367,3rd Party Agreement,E014-0033,Municipal Right of Way,Registered,1.8,1994
1588,PTN LT 7 PL 79276,79278,7887-3940,3rd Party Agreement,E014-0015,Municipal Right of Way,Registered,1.8,1988
1589,PTN LT 7 BCP8550,BCP8552,7802-0296,3rd Party Agreement,E014-0067,Municipal Right of Way,Registered,1.8,2003
1590,PTN LTS 12 PL LMP1556,LMP1557,7889-0627,3rd Party Agreement,E014-0062,Municipal Right of Way,Registered,1.8,1991
1591,PTN LT 3 PL 78356,,7887-2440,3rd Party Agreement,E014-0010,Municipal Right of Way,Registered,1.8,1988
1592,PTN LT 4 PL LMP45036,LMP45037,7898-0098,3rd Party Agreement,E014-0055,Municipal Right of Way,Registered,1.8,2000
1593,PTN LTS 28-30 PL 81838,81839,7888-0240,3rd Party Agreement,E014-0026,Municipal Right of Way,Registered,1.8,1989
1594,PTN LTS 3 & 4 PL LMP12163,LMP12164,7892-0361,3rd Party Agreement,E014-0035,Municipal Right of Way,Registered,1.8,1993
1595,OVER LT 1 PL 82009,,7888-0431,Restrictive Covenant,E135-0020,Municipal Right of Way,Registered,0,1989
1596,PTN LTS 5 & 6 PL 83326,83327,7886-6341,3rd Party Agreement,E124-0014,Municipal Right of Way,Registered,1.8,1989
1597,"PTN LTS 3,8-17,29-34 & 37 PL EPP39966",EPP39967,7811-0287-00,3rd Party Agreement,E114-0065,Municipal Right of Way,Registered,VAR,2014
1598,PTN LTS A & B PL BCP31445,BCP31447,7806-0097-00,3rd Party Agreement,E114-0031,Municipal Right of Way,Registered,6.0,2007
1599,PTN LTS A & B PL BCP31445,BCP31448,7806-0097-00,3rd Party Agreement,E114-0030,Municipal Right of Way,Registered,VAR,2007
1600,PTN LT 1 PL LMP33686(LMS3265),LMP38054,7996-0089,3rd Party Agreement,E104-0010,Municipal Right of Way,Registered,0,1998
1601,PTN PL LMP32489 & LMP21759 ( LMP42205 ),LMP32490,7892-0280,3rd Party Agreement,E104-0008,Municipal Right of Way,Registered,1.8,1997
1602,"PTN LTS 39, 41-45 PL LMP42205",LMP42209,7895-0156,Restrictive Covenant,E104-0021,Municipal Right of Way,Registered,0,1999
1603,PTN LT 241 PL LMP54522,LMP54524,7801-0213,3rd Party Agreement,E104-0052,Municipal Right of Way,Registered,3,2002
1604,PTN LT 210 PL BCP6068,BCP06069,7802-0311,3rd Party Agreement,E104-0050,Municipal Right of Way,Registered,1.8,2003
1605,PTN LTS 2 & 3 PL BCP12845,BCP12846,7803-0190,3rd Party Agreement,E055-0062,Municipal Right of Way,Registered,3.0,2004
1606,PTN LTS 2 & 3 PL LMP13443,LMP13445,7092-0456,Restrictive Covenant,E055-0046,Municipal Right of Way,Registered,3,1996
1607,PTN LT 6 PL LMP13443,LMP13445,7092-0456,Restrictive Covenant,E055-0046,Municipal Right of Way,Registered,2,1996
1608,PTN LT 7 PL BCP12845,BCP12846,7803-0190,3rd Party Agreement,E055-0062,Municipal Right of Way,Registered,3.0,2004
1609,PTN LT 3 PL LMP46955,LMP46956,7898-0160,3rd Party Agreement,E044-0062,Municipal Right of Way,Registered,1.8,2000
1610,L 2 & 5 PLBCP17800,BCP17801,7804-0424,3rd Party Agreement,E044-0077,Municipal Right of Way,Registered,VAR,2005
1611,PTN LT 17 PL 85710,85711,7888-0483,3rd Party Agreement,E044-0033,Municipal Right of Way,Registered,1.8,1990
1612,PTN LT 4 PL BCP24512,BCP24513,7805-0229,3rd Party Agreement,E044-0080,Municipal Right of Way,Registered,1.8,2006
1613,PTN LTS 4 & 5 PL 87285,87286,7888-0483,3rd Party Agreement,E044-0018,Municipal Right of Way,Registered,10,1990
1614,PTN LT 7 PL LMP37779,LMP37780,7896-0014,3rd Party Agreement,E055-0050,Municipal Right of Way,Registered,1.8,1998
1615,PTN LTS 1 & 11 PL LMP3497,LMP3498,7890-0061,3rd Party Agreement,E045-0055,Municipal Right of Way,Registered,0,1992
1616,"PTN LTS 2, 3, 4 & 5, PL LMP3497",LMP3498,7890-0061,3rd Party Agreement,E045-0055,Municipal Right of Way,Registered,1.8,1992
1617,PTN LT 6 PL 75147,75149,7886-5360,3rd Party Agreement,E044-0008,Municipal Right of Way,Registered,3,1987
1618,COMMON PROPERTY BCS2745,BCS2745,7804-0218-00,3rd Party Agreement,E044-0083,Municipal Right of Way,Registered,VAR,2008
1619,LT A PL 79861,,7888-0060,Restrictive Covenant,E044-0011,Municipal Right of Way,Registered,0,1988
1620,PTN LT 1 PL 79209,79210,7887-1970,3rd Party Agreement,E034-0065,Municipal Right of Way,Registered,1.8,1988
1621,PTN LTS 4-6 PL 79209,79210,7887-1970,3rd Party Agreement,E034-0065,Municipal Right of Way,Registered,1.8,1988
1622,PTN LT 21 PL LMP14770,LMP14772,7890-0456,Restrictive Covenant,E034-0069,Municipal Right of Way,Registered,0,1994
1623,PTN LT 13 PL LMP20018,LMP20019,7893-0185,3rd Party Agreement,E034-0062,Municipal Right of Way,Registered,1.8,1994
1624,"PTN LTS 1, 2, 7, 8, 9 PL 86549",86550,7889-0321,3rd Party Agreement,E034-0076,Municipal Right of Way,Registered,1.8,1990
1625,PTN LTS 2 & 3 PL BCP42040,BCP46668,7809-0206-00,3rd Party Agreement,E034-0088,Municipal Right of Way,Registered,VAR,2010
1626,OVER LT 13 PL 86982,,7889-0158,Restrictive Covenant,E035-0012,Municipal Right of Way,Registered,0,1990
1627,PTN LTS 8 & 9 PL 84421,84422,7888-0341,3rd Party Agreement,E035-0015,Municipal Right of Way,Registered,3,1990
1628,L 1 - 12 PLBCP17238,BCP17239,7804-0251,3rd Party Agreement,E035-0048,Municipal Right of Way,Registered,VAR,2005
1629,PTN LTS 1-3 PL LMP17651,LMP17652,7893-0192,3rd Party Agreement,E034-0060,Municipal Right of Way,Registered,0,1994
1630,PTN LTS 21-26 & 47 PL 72975,72976,7886-2670,3rd Party Agreement,E034-0021,Municipal Right of Way,Registered,0,1986
1631,PTN LT 7 PL 82943,82944,7888-0199,3rd Party Agreement,E034-0050,Municipal Right of Way,Registered,1.8,1989
1632,"LT 1 PL 77856, REM 2 PL 60488 (PL80689)",,7888-0071,Restrictive Covenant,E035-0003,Municipal Right of Way,Registered,0,1988
1633,PTN LT C PL BCP32734,BCP32735,7806-0091-00,3rd Party Agreement,E024-0046,Municipal Right of Way,Registered,VAR,2007
1634,PTN LTS 1 & 2 PL LMP10908,LMP10909,7891-0264,3rd Party Agreement,E024-0028,Municipal Right of Way,Registered,0,1993
1635,PTN LT 2 PL BCP1981,BCP1919,7801-0194,3rd Party Agreement,E025-0021,Municipal Right of Way,Registered,0,2002
1636,PTN LT A & ALL OF LT B PL LMP34550,LMP34551,91-0457,Restrictive Covenant,E014-0050,Municipal Right of Way,Registered,0,1998
1637,PTN LTS 11-15 PL 82589,82623,7888-0168,Restrictive Covenant,E025-0013,Municipal Right of Way,Registered,0,1989
1638,PTN LTS 3 & 6 PL BCP51281,BCP51282,7804-0309-00,3rd Party Agreement,E014-0089,Municipal Right of Way,Registered,VAR,2012
1639,PTN LTS 52-55 & 66-68 PL 84590,84592,,3rd Party Agreement,E015-0069,Municipal Right of Way,Registered,3.0,1990
1640,PTN LTS 1-3 & 5-8 PL LMP47911,LMP47912,7899-0204,3rd Party Agreement,E014-0053,Municipal Right of Way,Registered,0,2000
1641,PTN LT 10 PL LMP47911,LMP47912,7899-0204,3rd Party Agreement,E014-0053,Municipal Right of Way,Registered,0,2000
1642,PTN LTS 1 & 18 PL LMP47053,LMP47054,7899-0209,3rd Party Agreement,E014-0056,Municipal Right of Way,Registered,0,2000
1643,PTN LT 3 PL EPP50672,EPP50673,7814-0045-00,3rd Party Agreement,E014-0092,Municipal Right of Way,Registered,3.0,2015
1644,PTN LT B PL LMP24476,LMP24477,7893-0286,3rd Party Agreement,E004-0010,Municipal Right of Way,Registered,3,1995
1645,PTN LT 7 PLBCP533,BCP534,7800-0351,3rd Party Agreement,E014-0063,Municipal Right of Way,Registered,1.8,2002
1646,PTN LTS 4 & 5 PL 84334,84335,7888-0394,3rd Party Agreement,E014-0023,Municipal Right of Way,Registered,0,1990
1647,PTN LTS 7-9 LMP25102,LMP25103,7894-0039,3rd Party Agreement,E014-0040,Municipal Right of Way,Registered,3,1995
1648,PTN LTS 4-8 PL 79327,79328,7883-1940,3rd Party Agreement,E004-0007,Municipal Right of Way,Registered,0,1988
1649,PTN LTS 5 & 6 PL LMP13933,LMP13934,7892-0241,3rd Party Agreement,E014-0044,Municipal Right of Way,Registered,3,1993
1650,PTN PL LMP19829,LMP19830,7893-0245,3rd Party Agreement,E015-0031,Municipal Right of Way,Registered,0,1994
1651,PTN LT 24 PL 79327,79328,7883-1940,3rd Party Agreement,E004-0007,Municipal Right of Way,Registered,3,1988
1652,PTN LTS 27 & 28 PL 79327,79328,7883-1940,3rd Party Agreement,E004-0007,Municipal Right of Way,Registered,0,1988
1653,PTN LTS 136 & 137 PL 66528,66529,2054-002,3rd Party Agreement,E135-0005,Municipal Right of Way,Registered,3,1983
1654,PTN LTS 173-175 PL 66528,66529,2054-002,3rd Party Agreement,E135-0005,Municipal Right of Way,Registered,3,1983
1655,PTN LTS 13 & 14 PL BCP30762,BCP30764,7806-0111-00,3rd Party Agreement,E125-0011,Municipal Right of Way,Registered,6.0,2007
1656,PTN LT 13 PL LMP23613,19233,7892-0640,3rd Party Agreement,E135-0030,Municipal Right of Way,Registered,1.8,1994
1657,PTN LT 5 PL 77446,78209,2054-002,Restrictive Covenant,E125-0004,Municipal Right of Way,Registered,0,1988
1658,PTN LT 126 PL BCP31590,BCP38226,7805-0126-03,3rd Party Agreement,E115-0040,Municipal Right of Way,Registered,3.0,2008
1659,PTN LT 111 PL BCP31590,BCP38226,7805-0126-00,3rd Party Agreement,E115-0037,Municipal Right of Way,Registered,3.0,2008
1660,PTN LT 153 PL LMP25030,LMP18981,7892-0106,3rd Party Agreement,E105-0005,Municipal Right of Way,Registered,1.8,1996
1661,PTN LT 3 PL BCP535,BCP537,7800-0347-00,3rd Party Agreement,E105-0012,Municipal Right of Way,Registered,1.8,2002
1662,PTN LTS 12-15 PL EPP30469,EPP30471,7812-0139-00,3rd Party Agreement,E105-0018,Municipal Right of Way,Registered,3.0,2013
1663,OVER LT A RP 4459 (PTN LT A PL 72894),,6086-028,Restrictive Covenant,E075-0001,Municipal Right of Way,Registered,0,1986
1664,PT LT 1-55 SEC 12 TP 2 PL BCP25642 NWD,BCP25643,7804-0241-00,3rd Party Agreement,E075-0024,Municipal Right of Way,Registered,VAR,2006
1665,PTN LTS 9 & 10 PL LMP13443,LMP13445,7092-0456,Restrictive Covenant,E055-0046,Municipal Right of Way,Registered,0,1996
1666,PTN LT 2 PL BCP32012,BCP32013,7805-0298-00,3rd Party Agreement,E055-0068,Municipal Right of Way,Registered,VAR,2007
1667,PTNS LTS 12 & 13 PL 72334,72336,7884-222,3rd Party Agreement,E055-0012,Municipal Right of Way,Registered,1.8,1986
1668,PTN LT 37 PL 72334 (LT 2-5 PL 80033),72335,7884-222,3rd Party Agreement,E055-0011,Municipal Right of Way,Registered,3,1986
1669,PTN LTS 1-3 PL 82834,82835,7888-0400,3rd Party Agreement,E055-0025,Municipal Right of Way,Registered,3,1989
1670,PTN LT 11 PL 86912,86913,7888-0319,3rd Party Agreement,E045-0054,Municipal Right of Way,Registered,1.8,1990
1671,PTN LT 6 PL BCP48919,BCP48920,7809-0201-00,3rd Party Agreement,E045-0086,Municipal Right of Way,Registered,1.8,2011
1672,PCL A PL81954,N/A,7887-5410,Restrictive Covenant,E045-0013,Municipal Right of Way,Registered,VAR,1990
1673,PTN LT 8 PL 74901,74902,7885-1660,3rd Party Agreement,E055-0014,Municipal Right of Way,Registered,1.8,1987
1674,PTN LT 2 PL LMP16279,LMP16280,7892-0513,3rd Party Agreement,E045-0031,Municipal Right of Way,Registered,1.8,1994
1675,PTN LTS 1-5 PL 83428,83429,7888-0397,3rd Party Agreement,E045-0008,Municipal Right of Way,Registered,3,1989
1676,PTN LT 5 PL LMP36661,LMP36662,7896-0289,3rd Party Agreement,E045-0052,Municipal Right of Way,Registered,3,1998
1677,PTN LTS 16 & 17 PL 81939,81940,7888-0220,3rd Party Agreement,E045-0032,Municipal Right of Way,Registered,1.8,1989
1678,PTN LT 2 PL 81939,81940,7888-0220,3rd Party Agreement,E045-0032,Municipal Right of Way,Registered,1.8,1989
1679,PTN LTS 50 & 84 PL 81939,81940,7888-0220,3rd Party Agreement,E045-0032,Municipal Right of Way,Registered,1.8,1989
1680,PTN LTS 9 & 10 PL LMP7677,LMP7678,7890-0408,3rd Party Agreement,E035-0025,Municipal Right of Way,Registered,0,1992
1681,PTN LT 4 PL BCP31559,BCP31560,7805-0039-00,3rd Party Agreement,E035-0052,Municipal Right of Way,Registered,3.0,2007
1682,PTN LTS 8-13 PL 78216,78219,7887-5560,3rd Party Agreement,E035-0032,Municipal Right of Way,Registered,1.8,1988
1683,PTN LTS 4 & 6-10 PL BCP31559,BCP31560,7805-0039-00,3rd Party Agreement,E035-0051,Municipal Right of Way,Registered,3.0,2007
1684,"PTN LTS 1, 14 - 22 PL BCP15075",BCP15079,7803-0072,3rd Party Agreement,E035-0043,Municipal Right of Way,Registered,0,2004
1685,PTN LT 34 & 47 PL BCP15075,BCP15076,7803-0072,3rd Party Agreement,E035-0042,Municipal Right of Way,Registered,1.8,2004
1686,PTN LT 49 PL BCP15075,BCP15076,7803-0072,3rd Party Agreement,E035-0042,Municipal Right of Way,Registered,1.8,2004
1687,PTN LT 35 PL BCP15075,BCP15076,7803-0072,3rd Party Agreement,E035-0042,Municipal Right of Way,Registered,1.8,2004
1688,PTN LT 2 PL LMP18969,LMP18970,7892-0565,3rd Party Agreement,E025-0016,Municipal Right of Way,Registered,1.8,1994
1689,PTN LTS 9 & 10 PL LMP27416,LMP27417,7894-0097,3rd Party Agreement,E035-0033,Municipal Right of Way,Registered,3,1996
1690,PTN LT 7 LMP52362,LMP52363,7899-0141,3rd Party Agreement,E035-0039,Municipal Right of Way,Registered,3,2000
1691,PTN LT 5 LMP52362,LMP52363,7899-0141,3rd Party Agreement,E035-0039,Municipal Right of Way,Registered,2.5,2000
1692,OVER LT 2 PL 84807,,7887-3893,Restrictive Covenant,E035-0016,Municipal Right of Way,Registered,0,1990
1693,OVER LTS 8 & 9 PL 84480,,7888-0160,Restrictive Covenant,E035-0019,Municipal Right of Way,Registered,0,1990
1694,"PTN LTS 6, 9 PL 82589",82590,7888-0168,3rd Party Agreement,E025-0012,Municipal Right of Way,Registered,3,1989
1695,PTN LT 6 PL LMP54295,LMP54296,7801-0216,3rd Party Agreement,E015-0057,Municipal Right of Way,Registered,1.8,2003
1696,PTN LTS 41 & 42 PL LMP37027,LMP37028,7893-0341,3rd Party Agreement,E015-0039,Municipal Right of Way,Registered,3,1998
1697,PTN LT 3 BCP9748,BCP8749,7802-0370,3rd Party Agreement,E015-0060,Municipal Right of Way,Registered,1.8,2003
1698,PTN LT 5 BCP8748,BCP8749,7802-0370,3rd Party Agreement,E015-0060,Municipal Right of Way,Registered,3,2003
1699,PTN LTS 70 & 72-82 PL LMP37027,LMP37028,7893-0341,3rd Party Agreement,E015-0039,Municipal Right of Way,Registered,3,1998
1700,"PTN LTS 12, 13, 14, 16, 17PL LMP3694",LMP3695,7889-0409,3rd Party Agreement,E015-0050,Municipal Right of Way,Registered,1.8,1992
1701,PTN LTS 1 & 5 PL LMP41953,LMP41954,7894-0468,3rd Party Agreement,E015-0041,Municipal Right of Way,Registered,0,1999
1702,PTN LTS 24 & 25 PL LMP1259,LMP1260,7888-0034,3rd Party Agreement,E015-0053,Municipal Right of Way,Registered,1.8,1991
1703,PTN LT 26 PL LMP1259,LMP1260,7888-0034,3rd Party Agreement,E015-0053,Municipal Right of Way,Registered,1.8,1991
1704,PTN LT 38 PL LMP14571,LMP14572,7892-0572,3rd Party Agreement,E015-0027,Municipal Right of Way,Registered,1.8,1994
1705,"PTN LTS 1, 6, 8-10 PL LMP27357",LMP27358,7894-0222,3rd Party Agreement,E015-0033,Municipal Right of Way,Registered,0,1996
1706,PTN LTS 14 & 15 PL LMP37027,LMP37028,7893-0341,3rd Party Agreement,E015-0039,Municipal Right of Way,Registered,0,1998
1707,PTN LTS 101 & 140 PL LMP37027,LMP37028,7893-0341,3rd Party Agreement,E015-0039,Municipal Right of Way,Registered,3,1998
1708,PTN LTS  55 - 63 & 66 PL LMP 14438,LMP16400,7990-0339,3rd Party Agreement,E015-0063,Municipal Right of Way,Registered,0,2005
1709,PTN LT 13 PL LMP 14438,LMP16400,7990-0339,3rd Party Agreement,E015-0063,Municipal Right of Way,Registered,3.0,2005
1710,PTN LTS 142 & 143 PL LMP37027,LMP37028,7893-0341,3rd Party Agreement,E015-0039,Municipal Right of Way,Registered,0,1998
1711,PTN LTS 62-64 PL LMP2963,LMP2966,7889-0512,3rd Party Agreement,E005-0007,Municipal Right of Way,Registered,3,1992
1712,PTN LTS 4-5 & 7-15 PL LMP22740,LMP22743,7894-0144,3rd Party Agreement,E005-0002,Municipal Right of Way,Registered,3,1995
1713,PTN LTS 68 & 69 PL 67389,67390,2054-002,3rd Party Agreement,E115-0002,Municipal Right of Way,Registered,3,1984
1714,PTN LTS 58-61 PL 61686,61189,2054-002,3rd Party Agreement,E115-0001,Municipal Right of Way,Registered,5,1981
1715,PTN LTS 16 AND 18 PL LMP47736,LMP47737,7897-0132,3rd Party Agreement,E075-0004,Municipal Right of Way,Registered,1.8,2000
1716,PTN LTS 10-14 PL BCP42084,BCP42085,7807-0158-00,3rd Party Agreement,E075-0039,Municipal Right of Way,Registered,6.0,2009
1717,PTN LT 83 PL LMP13931,LMP13932,7888-0334,3rd Party Agreement,E076-0031,Municipal Right of Way,Registered,3,1993
1718,PTN LTS 2-6 PL LMP54350,LMP54351,7800-0301,3rd Party Agreement,E075-0008,Municipal Right of Way,Registered,0,2002
1719,PTN LT 33 PL 29055,BCP14549,7803-0367-00,3rd Party Agreement,E075-0036,Municipal Right of Way,Registered,7.4,2004
1720,PTN LT 5 PL BCP44268,BCP44270,7806-0418-00,3rd Party Agreement,E075-0040,Municipal Right of Way,Registered,3.0,2010
1721,PTN LTS 23 & 24 PL LMP29624,LMP29626,7891-0312,3rd Party Agreement,E076-0033,Municipal Right of Way,Registered,6,1996
1722,PTN LTS 7 & 8 PL 73058,73059,7885-1892,3rd Party Agreement,E076-0007,Municipal Right of Way,Registered,1.8,1986
1723,PTN LTS 26 & 27 PL 72001,72002,7885-189,3rd Party Agreement,E076-0004,Municipal Right of Way,Registered,1.8,1986
1724,PTN LTS 19 & 20 PL LMP15556,LMP15557,7893-0043,3rd Party Agreement,E055-0041,Municipal Right of Way,Registered,0,1994
1725,OVER LTS 8 & 9 PL LMP2923,LMP2923,7889-0298,Restrictive Covenant,E055-0037,Municipal Right of Way,Registered,0,1992
1726,"OVER LTS 4, 6, 7 & 9 PL LMP2923",LMP2923,7889-0298,Restrictive Covenant,E055-0033,Municipal Right of Way,Registered,0,1992
1727,OVER PTN LT 11 PL LMP2923,LMP2925,7889-0298,Restrictive Covenant,E055-0038,Municipal Right of Way,Registered,0,1992
1728,PTN LT 18 PL LMP2923,LMP2925,7889-0298,3rd Party Agreement,E055-0039,Municipal Right of Way,Registered,1.8,1995
1729,"PTN LTS 9, 10 PL BCP488",BCP493,7800-0307,3rd Party Agreement,E056-0001,Municipal Right of Way,Registered,5,2003
1730,PTN LTS 86-90 PL BCP43779,BCP43781,7806-0317-00,3rd Party Agreement,E056-0007,Municipal Right of Way,Registered,3,2010
1731,PTN LT 7 PL LMP3458,LMP3460,7890-0064,3rd Party Agreement,E045-0056,Municipal Right of Way,Registered,1.8,1992
1732,L 7 & 8 PLBCP19129,BCP19130,7804-0228,3rd Party Agreement,E045-0074,Municipal Right of Way,Registered,VAR,2005
1733,PTN LTS 7 & 8 PL LMP 54217,LMP54219,7801-6184,3rd Party Agreement,E046-0027,Municipal Right of Way,Registered,3,2002
1734,PTN LTS 34-37 PL 84610,84611,7888-0323,3rd Party Agreement,E045-0026,Municipal Right of Way,Registered,1.8,1990
1735,PTN LT 74 PL LMP33300,LMP34184,7893-0366,Restrictive Covenant,E045-0047,Municipal Right of Way,Registered,0,1997
1736,PTN LTS 118 & 119 PL LMP31491,LMP31492,7891-0366,3rd Party Agreement,E045-0038,Municipal Right of Way,Registered,0,1997
1737,PTN LT 27 PL 78276 (LT 2 PL LMP12277),78278,2054-002,Restrictive Covenant,E025-0004,Municipal Right of Way,Registered,0,1988
1738,"PTN LTS 1, 2, 3 PL LMP461",LMP463,7889-0579,3rd Party Agreement,E016-0016,Municipal Right of Way,Registered,0,1991
1739,PTN LTS 118 & 123-124 PL LMP37027,LMP37028,7893-0341,3rd Party Agreement,E015-0039,Municipal Right of Way,Registered,0,1998
1740,PTNS LT 20-22 PL 76118,76119,7885-1543,3rd Party Agreement,E015-0007,Municipal Right of Way,Registered,1.8,1987
1741,PTN LT 14 PL LMP47255,LMP47256,7899-0086,3rd Party Agreement,E015-0049,Municipal Right of Way,Registered,1.8,2000
1742,PTN LT 3 & 4 PL LMP19449,LMP19450,7893-0233,3rd Party Agreement,E015-0028,Municipal Right of Way,Registered,1.8,1994
